15600.070000,0.999385,174
15600.170000,1.001806,173
15600.280000,1.001847,173
15600.380000,1.000599,174
15600.490000,1.004870,175
15600.590000,1.008212,176
15600.700000,1.007510,175
15600.800000,1.000787,175
15600.910000,0.993068,174
15601.010000,1.011807,175
15601.120000,0.998322,175
15601.220000,1.008740,177
15601.330000,1.009421,176
15601.430000,0.992879,173
15601.540000,0.982314,173
15601.640000,0.975762,173
15601.750000,0.986387,174
15601.850000,0.978487,175
15601.960000,0.971858,173
15602.060000,0.957269,172
15602.170000,0.958956,171
15602.270000,0.948940,170
15602.380000,0.950835,171
15602.480000,0.939174,170
15602.590000,0.936148,170
15602.690000,0.935808,170
15602.800000,0.930391,169
15602.900000,0.916564,166
15603.010000,0.910626,165
15603.110000,0.905243,163
15603.220000,0.902098,163
15603.320000,0.893867,164
15603.430000,0.881085,162
15603.530000,0.869448,161
15603.640000,0.869400,160
15603.740000,0.882419,160
15603.840000,0.909240,162
15603.950000,0.905238,161
15604.050000,0.896736,162
15604.160000,0.892064,163
15604.260000,0.879509,163
15604.370000,0.888201,165
15604.470000,0.889600,165
15604.580000,0.885833,165
15604.680000,0.882300,165
15604.790000,0.875513,166
15604.890000,0.893587,168
15605.000000,0.910537,169
15605.100000,0.922807,171
15605.210000,0.930059,171
15605.310000,0.934825,172
15605.410000,0.946346,173
15605.520000,0.961717,174
15605.620000,0.970586,174
15605.730000,0.968094,177
15605.830000,0.952113,174
15605.940000,0.953310,174
15606.040000,0.961563,176
15606.150000,0.953894,173
15606.250000,0.952804,174
15606.350000,0.960910,176
15606.460000,0.969769,176
15606.560000,0.976485,177
15606.670000,0.986696,181
15606.770000,0.995325,184
15606.880000,1.000161,182
15606.980000,0.998547,181
15607.090000,0.997317,182
15607.190000,1.000406,182
15607.290000,1.010527,183
15607.400000,1.009701,182
15607.500000,1.005069,178
15607.610000,1.000151,171
15607.710000,1.002691,168
15607.820000,0.992597,169
15607.920000,1.002728,176
15608.020000,1.013424,180
15608.130000,1.002107,180
15608.230000,0.994992,181
15608.340000,0.984600,180
15608.440000,0.997357,181
15608.550000,1.000091,182
15608.650000,0.992088,180
15608.750000,0.996205,180
15608.860000,0.993992,176
15608.960000,0.997543,172
15609.070000,0.999920,170
15609.170000,0.999290,172
15609.280000,1.003887,179
15609.380000,0.987558,182
15609.480000,0.981483,182
15609.590000,0.989618,183
15609.690000,0.991612,182
15609.800000,0.990435,182
15609.900000,0.983554,183
15610.000000,0.983757,181
15610.110000,0.975222,181
15610.210000,0.963991,180
15610.320000,0.960979,179
15610.420000,0.963314,179
15610.520000,0.961696,180
15610.630000,0.958325,180
15610.730000,0.943328,178
15610.840000,0.943644,179
15610.940000,0.946950,180
15611.040000,0.945822,179
15611.150000,0.947831,179
15611.250000,0.935681,178
15611.360000,0.928087,177
15611.460000,0.922415,176
15611.560000,0.940843,179
15611.670000,0.952964,181
15611.770000,0.959976,181
15611.870000,0.960497,181
15611.980000,0.956578,181
15612.080000,0.963653,181
15612.190000,0.969172,183
15612.290000,0.984032,184
15612.390000,0.982964,186
15612.500000,0.983209,186
15612.600000,0.978224,185
15612.700000,0.968016,183
15612.810000,0.962702,183
15612.910000,0.963262,184
