16720.070000,0.898765,189
16720.190000,0.919333,188
16720.300000,0.924737,191
16720.410000,0.924992,197
16720.530000,0.936721,204
16720.640000,0.942395,207
16720.760000,0.951947,209
16720.870000,0.953286,211
16720.980000,0.954640,211
16721.100000,0.947578,210
16721.210000,0.944582,212
16721.330000,0.953529,213
16721.440000,0.953062,211
16721.550000,0.950991,211
16721.670000,0.945728,211
16721.780000,0.955472,214
16721.900000,0.945313,212
16722.010000,0.952513,213
16722.120000,0.941938,213
16722.240000,0.943927,212
16722.350000,0.938630,212
16722.460000,0.940582,212
16722.580000,0.930554,210
16722.690000,0.917705,209
16722.810000,0.921325,211
16722.920000,0.927010,212
16723.030000,0.926795,212
16723.150000,0.926721,212
16723.260000,0.924946,213
16723.370000,0.927958,213
16723.490000,0.932258,213
16723.600000,0.929217,212
16723.720000,0.935465,214
16723.830000,0.937418,214
16723.940000,0.939378,213
16724.060000,0.953097,217
16724.170000,0.957958,218
16724.280000,0.966747,218
16724.400000,0.965504,217
16724.510000,0.972917,218
16724.620000,0.982109,220
16724.740000,0.985209,220
16724.850000,0.981577,220
16724.960000,0.978843,220
16725.080000,0.981653,221
16725.190000,0.973069,218
16725.310000,0.972850,217
16725.420000,0.983148,218
16725.530000,0.981787,218
16725.650000,0.990167,220
16725.760000,0.995074,222
16725.870000,0.998343,220
16725.990000,1.007521,207
16726.100000,1.016017,171
16726.210000,1.016951,148
16726.330000,1.006333,138
16726.440000,0.998052,143
16726.550000,1.011968,172
16726.670000,1.004669,206
16726.780000,0.999487,221
16726.890000,1.004529,223
16727.010000,0.995572,222
16727.120000,0.984777,220
16727.230000,0.994729,220
16727.350000,0.980376,219
16727.460000,0.973834,215
16727.570000,0.973295,209
16727.680000,0.962327,203
16727.800000,0.953823,197
16727.910000,0.958655,172
16728.020000,0.951722,147
16728.140000,0.939728,132
16728.250000,0.936996,132
16728.360000,0.941441,152
16728.480000,0.944359,184
16728.590000,0.934471,203
16728.700000,0.924905,204
16728.820000,0.918102,200
16728.930000,0.926319,198
16729.040000,0.929858,195
16729.150000,0.940078,197
16729.270000,0.944262,205
16729.380000,0.937816,212
16729.490000,0.939904,220
16729.610000,0.953540,223
16729.720000,0.970455,224
16729.830000,0.979895,226
16729.950000,0.969569,225
16730.060000,0.971657,225
16730.170000,0.970903,225
16730.280000,0.988551,228
16730.400000,0.988062,227
16730.510000,0.989074,227
16730.620000,0.989617,230
16730.740000,0.991600,229
16730.850000,0.993934,228
16730.960000,0.991270,228
16731.070000,0.997978,229
16731.190000,1.005173,229
16731.300000,1.003005,231
16731.410000,1.007621,232
16731.520000,1.007879,231
16731.640000,1.004341,232
16731.750000,1.012563,233
16731.860000,1.003755,231
16731.980000,1.010767,233
16732.090000,1.009261,232
16732.200000,1.024193,234
16732.310000,1.025899,235
16732.430000,1.021585,233
16732.540000,1.022530,234
16732.650000,1.018583,234
16732.760000,1.023302,235
16732.880000,1.024835,235
16732.990000,1.017596,233
16733.100000,1.029865,235
16733.210000,1.029954,234
16733.330000,1.025235,231
16733.440000,1.014379,225
16733.550000,1.015291,220
16733.660000,1.019389,218
16733.780000,1.032805,222
16733.890000,1.028434,226
16734.000000,1.034202,230
16734.110000,1.024506,232
16734.230000,1.017740,233
16734.340000,1.024149,234
16734.450000,1.022196,234
16734.560000,1.006244,233
16734.680000,1.014898,234
16734.790000,1.018769,233
