22920.100000,1.008402,244
22920.240000,1.008746,242
22920.380000,0.994084,239
22920.510000,1.008584,244
22920.650000,0.999199,244
22920.790000,0.972083,247
22920.930000,0.989664,250
22921.070000,0.997024,251
22921.210000,0.983819,250
22921.340000,0.987833,251
22921.480000,0.984900,252
22921.620000,0.983088,252
22921.760000,0.990554,254
22921.900000,0.987374,253
22922.030000,0.978229,252
22922.170000,0.981185,252
22922.310000,0.991904,251
22922.450000,0.992295,249
22922.590000,0.986067,246
22922.730000,0.979129,241
22922.860000,0.975569,239
22923.000000,0.976832,239
22923.140000,0.973353,240
22923.280000,0.981491,244
22923.420000,0.987797,248
22923.550000,0.978378,248
22923.690000,0.971237,249
22923.830000,0.986071,249
22923.970000,0.981095,249
22924.100000,0.968096,247
22924.240000,0.968028,247
22924.380000,0.981196,249
22924.520000,0.974103,248
22924.660000,0.975019,246
22924.790000,0.990069,248
22924.930000,0.978459,249
22925.070000,0.981770,250
22925.210000,0.975431,248
22925.340000,1.000963,252
22925.480000,1.007289,250
22925.620000,0.991985,248
22925.760000,0.984235,248
22925.900000,0.999132,250
22926.030000,0.993867,250
22926.170000,0.989413,251
22926.310000,0.989398,250
22926.450000,0.985323,249
22926.580000,0.991705,247
22926.720000,0.985496,245
22926.860000,0.984785,246
22927.000000,0.974152,244
22927.130000,0.976465,241
22927.270000,0.993115,237
22927.410000,0.975022,231
22927.550000,0.951024,224
22927.680000,0.945671,219
22927.820000,0.913282,215
22927.960000,0.887917,215
22928.100000,0.883357,221
22928.230000,0.868526,223
22928.370000,0.859726,222
22928.510000,0.832070,218
22928.650000,0.814268,216
22928.780000,0.791945,210
22928.920000,0.772719,204
22929.060000,0.743430,198
22929.190000,0.732658,194
22929.330000,0.722247,194
22929.470000,0.708732,192
22929.610000,0.697662,189
22929.740000,0.682942,189
22929.880000,0.675195,186
22930.020000,0.689620,185
22930.150000,0.695866,182
22930.290000,0.696823,179
22930.430000,0.703252,175
22930.570000,0.704933,170
22930.700000,0.704992,164
22930.840000,0.726893,161
22930.980000,0.728651,156
22931.110000,0.732986,156
22931.250000,0.746008,160
22931.390000,0.752426,169
22931.530000,0.744714,175
22931.660000,0.752764,179
22931.800000,0.757111,175
22931.940000,0.766802,169
22932.070000,0.763129,161
22932.210000,0.766315,160
22932.350000,0.783988,163
22932.480000,0.762086,170
22932.620000,0.774539,177
22932.760000,0.764272,181
22932.890000,0.783962,187
22933.030000,0.787785,193
22933.170000,0.781371,193
22933.300000,0.786875,195
22933.440000,0.793326,198
22933.580000,0.789293,197
22933.710000,0.785016,199
22933.850000,0.773153,198
22933.990000,0.774963,200
22934.120000,0.778122,201
22934.260000,0.777102,204
22934.400000,0.787242,207
22934.530000,0.796025,209
22934.670000,0.806541,210
22934.810000,0.798648,211
22934.940000,0.812182,213
22935.080000,0.823061,212
22935.220000,0.824834,213
22935.350000,0.812378,212
22935.490000,0.804543,210
22935.630000,0.814832,208
22935.760000,0.816587,208
22935.900000,0.813848,210
22936.040000,0.811744,208
22936.170000,0.811964,207
22936.310000,0.821331,209
22936.450000,0.835330,211
22936.580000,0.838931,211
22936.720000,0.829584,209
22936.850000,0.838882,207
22936.990000,0.835179,204
22937.130000,0.830922,200
22937.260000,0.840504,197
22937.400000,0.854946,198
22937.540000,0.831400,196
22937.670000,0.831562,197
22937.810000,0.819005,198
22937.940000,0.844046,199
22938.080000,0.824163,197
22938.220000,0.852610,198
22938.350000,0.843372,193
22938.490000,0.851954,186
22938.630000,0.858140,180
22938.760000,0.860875,176
22938.900000,0.877640,172
22939.030000,0.859250,171
22939.170000,0.856176,175
22939.310000,0.856187,181
22939.440000,0.852127,187
22939.580000,0.852192,192
22939.710000,0.831810,195
22939.850000,0.849060,199
22939.990000,0.854772,200
22940.120000,0.836233,197
22940.260000,0.853355,199
22940.390000,0.836073,197
22940.530000,0.829084,197
22940.660000,0.845774,198
22940.800000,0.834507,196
22940.940000,0.846340,191
22941.070000,0.848263,183
22941.210000,0.873930,171
22941.340000,0.871071,155
22941.480000,0.892257,139
22941.620000,0.817644,96
22941.750000,0.915243,101
22941.890000,0.919408,89
22942.020000,0.894929,84
22942.160000,0.873207,84
22942.290000,0.895273,94
22942.430000,0.888662,105
22942.570000,0.859542,119
22942.700000,0.856173,134
22942.840000,0.868395,146
22942.970000,0.856621,155
22943.110000,0.825276,159
22943.240000,0.835048,168
22943.380000,0.840270,174
22943.510000,0.829014,179
22943.650000,0.833256,184
22943.790000,0.850408,187
22943.920000,0.841885,185
22944.060000,0.853534,186
22944.190000,0.842480,179
22944.330000,0.840083,174
22944.460000,0.843178,169
22944.600000,0.882851,170
22944.730000,0.899986,173
22944.870000,0.886107,173
22945.000000,0.890159,177
22945.140000,0.920895,184
22945.270000,0.915551,192
22945.410000,0.925338,196
22945.550000,0.928031,203
22945.680000,0.932669,208
22945.820000,0.918841,208
22945.950000,0.916765,206
22946.090000,0.903193,205
22946.220000,0.895605,202
22946.360000,0.895838,202
22946.490000,0.886656,198
22946.630000,0.875759,198
22946.760000,0.858464,195
22946.900000,0.851530,193
22947.030000,0.856690,192
22947.170000,0.856717,188
22947.300000,0.856707,184
22947.440000,0.856856,176
22947.570000,0.870289,167
22947.710000,0.886102,152
22947.840000,0.890814,135
22947.980000,0.901343,115
22948.110000,0.907823,92
22948.250000,0.901922,74
22948.380000,0.885754,66
22948.520000,0.887434,59
22948.650000,0.968290,59
22948.790000,0.975353,66
22948.920000,0.980747,73
22949.060000,0.938829,83
22949.190000,0.955363,108
22949.330000,0.951014,125
22949.460000,0.953210,137
22949.600000,0.968088,150
22949.730000,0.958836,157
22949.870000,0.955093,165
22950.000000,0.955339,169
22950.140000,0.924220,164
22950.270000,0.912990,160
22950.410000,0.916100,158
22950.540000,0.910566,155
22950.670000,0.886716,152
22950.810000,0.867849,154
22950.940000,0.869555,159
22951.080000,0.862405,165
22951.210000,0.857421,175
22951.350000,0.840903,182
22951.480000,0.852374,189
22951.620000,0.857396,193
22951.750000,0.859467,199
22952.440000,0.859234,164
22952.610000,0.873060,166
22952.780000,0.884026,169
22952.950000,0.899595,170
22953.120000,0.920672,170
22953.290000,0.935499,168
22953.460000,0.942265,159
22953.640000,0.942620,151
22953.810000,0.956674,151
22953.980000,0.969137,151
22954.150000,0.970074,154
22954.320000,0.945928,159
22954.490000,0.949740,163
22954.660000,0.931892,158
22954.830000,0.940767,151
22955.010000,0.912316,146
22955.180000,0.905797,145
22955.350000,0.873667,145
22955.520000,0.860585,151
22955.690000,0.848958,155
22955.860000,0.860854,158
22956.030000,0.843112,158
22956.200000,0.835602,162
22956.380000,0.823491,163
22956.550000,0.838924,167
22956.720000,0.844294,170
22956.890000,0.848220,172
22957.060000,0.866335,173
22957.230000,0.890148,175
22957.400000,0.909051,175
22957.570000,0.913122,173
22957.740000,0.927242,172
